id,account_id,ts,amount,kind,description
402,93,2024-01-09 17:09:00+0000,319.85,CREDIT,Payroll
403,93,2023-02-15 21:24:00+0000,583.07,CREDIT,ATM
404,93,2024-01-14 12:16:00+0000,-1036.36,DEBIT,ATM
405,93,2023-11-04 19:42:00+0000,-736.78,FEE,Transfer
406,94,2023-07-31 12:47:00+0000,-1238.8,FEE,Subscription
407,94,2023-11-06 17:07:00+0000,-88.59,DEBIT,Transfer
408,94,2023-04-08 06:20:00+0000,1156.61,CREDIT,ATM
409,94,2023-09-22 23:10:00+0000,381.25,INTEREST,Subscription
410,94,2023-06-29 02:16:00+0000,-1811.77,DEBIT,Transfer
411,95,2023-08-05 09:52:00+0000,1562.7,CREDIT,POS
412,96,2023-02-20 11:57:00+0000,-1798.19,FEE,Subscription
413,96,2024-01-23 01:12:00+0000,706.65,CREDIT,POS
414,96,2023-02-25 18:55:00+0000,-583.62,FEE,ATM
415,96,2023-10-10 12:08:00+0000,-923.75,DEBIT,ATM
416,96,2023-02-13 12:19:00+0000,1961.04,INTEREST,Transfer
417,96,2023-02-25 15:53:00+0000,382.17,CREDIT,ATM
418,97,2023-12-21 04:36:00+0000,-236.51,DEBIT,Subscription
419,97,2023-10-12 17:22:00+0000,-339.81,FEE,Subscription
420,97,2023-06-23 23:59:00+0000,-1633.35,FEE,POS
421,97,2023-09-13 06:48:00+0000,906.45,CREDIT,Payroll
422,98,2023-08-04 13:53:00+0000,-1026.27,FEE,ATM
423,98,2023-01-26 05:42:00+0000,1243.99,INTEREST,Transfer
424,98,2023-02-06 12:10:00+0000,-1351.47,DEBIT,Subscription
425,98,2023-12-19 11:50:00+0000,804.48,CREDIT,Payroll
426,98,2023-06-12 14:11:00+0000,1024.09,CREDIT,Transfer
427,98,2023-07-19 05:51:00+0000,694.33,CREDIT,Transfer
428,99,2024-01-27 00:13:00+0000,-1112.79,DEBIT,POS
429,99,2023-07-20 02:19:00+0000,1565.03,CREDIT,Payroll
430,99,2023-07-18 07:02:00+0000,700.62,INTEREST,POS
431,99,2023-07-14 11:06:00+0000,1748.44,CREDIT,Transfer
432,99,2023-03-29 12:53:00+0000,-457.87,DEBIT,POS
433,100,2023-05-30 03:08:00+0000,1401.37,INTEREST,POS
434,100,2023-01-11 00:09:00+0000,-47.89,FEE,Subscription
435,100,2023-08-22 04:59:00+0000,1800.93,INTEREST,Payroll
436,100,2023-02-21 14:50:00+0000,-1804.44,DEBIT,POS
