SendID,SubscriberKey,EventDate
18,L104,2023-06-11 19:07:00+0000
18,L148,2023-06-12 12:31:00+0000
18,L124,2023-03-09 22:14:00+0000
18,L160,2024-01-27 13:27:00+0000
18,L80,2023-10-22 00:24:00+0000
18,L186,2024-01-21 12:14:00+0000
18,L20,2023-10-25 18:20:00+0000
18,L166,2024-01-04 16:16:00+0000
18,L64,2023-01-14 15:50:00+0000
18,L152,2023-02-18 22:38:00+0000
18,L61,2023-10-14 10:11:00+0000
18,L199,2023-12-06 01:41:00+0000
18,L5,2023-09-14 19:10:00+0000
18,L173,2023-05-27 13:14:00+0000
18,L95,2023-02-11 06:38:00+0000
18,L180,2023-01-31 21:31:00+0000
18,L100,2023-03-14 04:56:00+0000
18,L21,2023-06-24 04:39:00+0000
18,L115,2023-08-11 13:33:00+0000
18,L87,2023-05-06 18:24:00+0000
18,L107,2023-03-05 20:08:00+0000
18,L165,2023-06-24 13:20:00+0000
18,L167,2023-10-06 10:26:00+0000
18,L34,2023-10-24 12:22:00+0000
18,L35,2023-04-23 17:23:00+0000
18,L108,2023-04-03 01:08:00+0000
18,L8,2023-04-04 17:56:00+0000
18,L38,2023-07-28 15:40:00+0000
18,L99,2023-11-25 00:12:00+0000
19,L46,2023-03-29 06:09:00+0000
19,L149,2023-01-17 13:42:00+0000
19,L19,2023-11-08 17:00:00+0000
19,L105,2023-01-09 05:12:00+0000
19,L93,2023-08-30 21:11:00+0000
19,L27,2024-01-12 17:33:00+0000
19,L175,2023-07-29 00:16:00+0000
19,L40,2023-05-24 07:46:00+0000
19,L21,2024-01-04 14:25:00+0000
19,L186,2023-09-23 15:58:00+0000
19,L106,2023-06-07 22:03:00+0000
19,L111,2023-05-10 21:22:00+0000
19,L35,2023-05-22 14:59:00+0000
19,L104,2024-01-23 06:56:00+0000
19,L28,2023-12-22 17:32:00+0000
19,L130,2023-11-24 13:04:00+0000
19,L153,2023-09-05 08:28:00+0000
19,L143,2024-01-12 16:54:00+0000
19,L196,2023-04-08 21:58:00+0000
19,L107,2023-10-31 05:11:00+0000
19,L9,2023-09-01 20:27:00+0000
19,L164,2023-07-15 19:03:00+0000
19,L135,2023-04-29 15:20:00+0000
19,L126,2023-02-25 03:37:00+0000
19,L84,2023-09-01 05:59:00+0000
19,L184,2023-12-02 17:10:00+0000
19,L172,2023-12-07 12:26:00+0000
19,L180,2023-11-27 11:28:00+0000
19,L191,2023-07-20 21:22:00+0000
19,L108,2023-02-09 02:41:00+0000
19,L77,2023-01-14 03:38:00+0000
19,L85,2023-07-29 19:49:00+0000
19,L95,2023-03-13 04:37:00+0000
20,L156,2023-05-04 12:58:00+0000
20,L27,2023-07-29 21:32:00+0000
20,L16,2023-07-10 02:52:00+0000
20,L72,2023-02-13 18:33:00+0000
20,L125,2023-01-24 07:11:00+0000
20,L166,2023-06-12 15:50:00+0000
20,L31,2023-05-28 02:45:00+0000
20,L69,2024-01-05 09:35:00+0000
20,L97,2023-09-05 14:45:00+0000
20,L172,2023-09-29 05:34:00+0000
20,L199,2023-02-15 16:06:00+0000
20,L12,2023-02-27 19:07:00+0000
20,L139,2023-08-09 18:02:00+0000
20,L2,2023-01-10 18:16:00+0000
20,L59,2023-08-20 21:09:00+0000
20,L133,2023-11-25 08:47:00+0000
20,L67,2023-06-21 06:23:00+0000
20,L190,2023-10-08 17:06:00+0000
20,L165,2023-07-10 13:38:00+0000
20,L22,2023-03-08 18:28:00+0000
20,L93,2023-09-21 18:24:00+0000
20,L122,2023-01-22 00:48:00+0000
20,L103,2023-08-09 20:18:00+0000
20,L187,2023-12-15 10:46:00+0000
20,L197,2023-03-29 01:03:00+0000
20,L57,2023-05-10 07:55:00+0000
20,L51,2023-06-07 04:36:00+0000
20,L13,2023-02-08 09:58:00+0000
20,L84,2023-05-21 11:38:00+0000
20,L23,2023-01-20 21:36:00+0000
20,L162,2023-05-13 03:19:00+0000
20,L95,2023-08-01 19:07:00+0000
20,L10,2023-07-24 08:46:00+0000
20,L200,2023-05-19 11:13:00+0000
20,L196,2023-09-08 09:50:00+0000
20,L175,2023-08-27 04:03:00+0000
20,L19,2023-06-05 05:09:00+0000
20,L134,2023-03-21 09:59:00+0000
20,L186,2023-08-16 03:33:00+0000
20,L192,2023-02-15 06:02:00+0000
20,L38,2023-12-18 12:11:00+0000
20,L20,2023-05-11 09:57:00+0000
20,L140,2023-11-28 00:31:00+0000
20,L34,2023-12-12 13:05:00+0000
20,L145,2023-10-14 00:03:00+0000
20,L36,2023-09-17 23:59:00+0000
20,L4,2023-05-29 11:23:00+0000
20,L25,2023-10-21 16:04:00+0000
20,L118,2023-01-21 09:13:00+0000
20,L178,2024-01-03 17:04:00+0000
20,L109,2023-10-16 03:56:00+0000
20,L40,2023-01-03 14:28:00+0000
