SendID,SubscriberKey,EventDate,IsUnique
101,L2693,2023-01-06 19:46:00+0000,1
101,L3688,2023-02-18 08:01:00+0000,1
101,L1736,2023-09-02 12:35:00+0000,1
101,L2890,2023-07-17 07:18:00+0000,1
101,L412,2023-09-22 10:19:00+0000,1
101,L1311,2023-10-04 02:31:00+0000,1
101,L14,2023-03-24 16:21:00+0000,1
101,L823,2023-12-10 00:28:00+0000,1
101,L2444,2023-01-08 01:22:00+0000,1
101,L702,2023-05-24 08:40:00+0000,1
101,L2078,2023-02-20 19:49:00+0000,1
101,L2622,2024-01-18 10:02:00+0000,1
101,L2437,2023-11-01 08:42:00+0000,1
101,L1790,2023-11-20 05:33:00+0000,1
101,L891,2023-02-02 14:45:00+0000,1
101,L3900,2023-01-17 01:17:00+0000,1
102,L738,2023-10-19 20:41:00+0000,1
102,L2811,2023-06-23 20:48:00+0000,1
102,L3170,2023-12-22 03:38:00+0000,1
102,L2448,2023-01-16 22:35:00+0000,1
102,L369,2023-07-14 13:01:00+0000,1
102,L270,2024-01-17 22:28:00+0000,1
102,L1374,2023-01-06 08:28:00+0000,1
102,L2161,2023-09-23 22:09:00+0000,1
102,L2369,2023-03-13 15:26:00+0000,1
102,L1266,2023-05-09 09:18:00+0000,1
102,L3198,2023-10-22 11:18:00+0000,1
102,L3395,2023-01-30 00:09:00+0000,1
102,L3157,2023-01-11 01:21:00+0000,1
102,L132,2024-02-01 14:36:00+0000,1
102,L1432,2023-02-01 02:37:00+0000,1
102,L1951,2023-02-14 11:41:00+0000,1
102,L1914,2024-01-11 05:51:00+0000,1
102,L3029,2023-12-22 22:29:00+0000,1
102,L1868,2023-11-26 10:30:00+0000,1
102,L2993,2023-03-13 15:16:00+0000,1
102,L2351,2023-09-24 15:30:00+0000,1
102,L3875,2023-12-31 01:35:00+0000,1
102,L2626,2023-03-12 19:34:00+0000,1
102,L2122,2023-11-07 11:47:00+0000,1
102,L3571,2023-11-12 01:59:00+0000,1
102,L934,2023-05-19 10:23:00+0000,1
103,L162,2023-12-21 18:42:00+0000,1
103,L1321,2023-06-10 15:01:00+0000,1
103,L1365,2023-04-06 02:53:00+0000,1
103,L3292,2023-11-06 18:19:00+0000,1
103,L766,2023-04-26 09:42:00+0000,1
103,L3169,2024-01-01 10:45:00+0000,1
103,L1448,2023-10-31 08:35:00+0000,1
103,L2496,2023-03-09 14:06:00+0000,1
103,L1702,2023-05-16 19:25:00+0000,1
103,L3470,2023-12-23 16:23:00+0000,1
103,L1141,2023-07-13 15:59:00+0000,1
103,L3816,2023-02-05 15:31:00+0000,1
103,L417,2023-04-13 17:33:00+0000,1
103,L1296,2023-05-08 20:50:00+0000,1
103,L2778,2023-11-23 07:53:00+0000,1
103,L1295,2023-11-01 16:15:00+0000,1
103,L1432,2023-01-18 13:25:00+0000,1
103,L1060,2023-05-21 23:09:00+0000,1
103,L575,2023-10-25 07:46:00+0000,1
103,L2892,2023-09-22 12:27:00+0000,1
103,L3022,2024-01-10 16:58:00+0000,1
104,L1335,2023-01-05 05:34:00+0000,1
104,L1576,2023-02-09 14:49:00+0000,1
104,L1355,2023-07-21 00:52:00+0000,1
104,L1482,2023-07-10 06:50:00+0000,1
104,L2229,2023-03-04 07:52:00+0000,1
104,L2562,2023-06-02 00:51:00+0000,1
104,L3412,2023-07-10 17:05:00+0000,1
104,L3690,2023-06-22 22:11:00+0000,1
104,L1523,2023-08-15 05:56:00+0000,1
104,L1349,2023-12-20 10:45:00+0000,1
104,L3015,2023-06-09 00:38:00+0000,1
104,L2129,2023-11-01 11:41:00+0000,1
104,L485,2023-01-04 00:09:00+0000,1
104,L2971,2023-12-18 17:46:00+0000,1
104,L3672,2023-07-24 11:02:00+0000,1
104,L2290,2023-07-17 21:00:00+0000,1
104,L2469,2023-07-30 12:11:00+0000,1
104,L332,2023-04-10 07:49:00+0000,1
104,L1225,2024-01-03 20:04:00+0000,1
104,L1819,2023-09-06 10:21:00+0000,1
104,L2210,2023-03-29 05:45:00+0000,1
104,L676,2023-06-25 10:24:00+0000,1
104,L2480,2023-02-16 12:10:00+0000,1
104,L235,2023-08-30 16:20:00+0000,1
104,L1352,2023-01-12 13:40:00+0000,1
104,L2003,2024-01-28 18:43:00+0000,1
104,L1544,2023-01-08 03:51:00+0000,1
104,L1402,2024-01-04 17:46:00+0000,1
104,L171,2024-01-11 15:23:00+0000,1
104,L3627,2023-02-03 11:09:00+0000,1
104,L2057,2023-06-13 20:33:00+0000,1
104,L3661,2023-06-27 23:04:00+0000,1
105,L2562,2023-09-20 16:32:00+0000,1
105,L1158,2023-08-02 20:21:00+0000,1
105,L3021,2023-07-31 09:10:00+0000,1
105,L1030,2023-04-28 16:05:00+0000,1
105,L376,2023-05-08 13:59:00+0000,1
105,L94,2024-01-13 22:39:00+0000,1
105,L1824,2023-10-25 19:48:00+0000,1
105,L2861,2024-01-28 15:58:00+0000,1
105,L3936,2023-09-26 20:38:00+0000,1
105,L1834,2023-10-08 10:42:00+0000,1
105,L2831,2023-01-28 16:23:00+0000,1
105,L3033,2023-03-29 01:36:00+0000,1
105,L749,2023-08-11 14:50:00+0000,1
105,L1979,2023-06-12 14:28:00+0000,1
105,L3996,2023-11-16 07:40:00+0000,1
105,L2771,2023-05-09 21:12:00+0000,1
105,L2116,2023-05-18 04:18:00+0000,1
105,L1386,2023-06-08 00:02:00+0000,1
105,L1076,2023-04-29 15:16:00+0000,1
105,L3377,2023-09-24 05:21:00+0000,1
105,L3119,2023-10-02 18:02:00+0000,1
105,L2783,2023-09-29 19:36:00+0000,1
105,L2649,2023-12-24 07:17:00+0000,1
105,L2311,2023-06-18 01:38:00+0000,1
105,L3121,2023-11-03 18:18:00+0000,1
105,L2365,2023-09-15 22:07:00+0000,1
105,L2637,2023-11-28 21:40:00+0000,1
105,L400,2023-08-29 20:38:00+0000,1
105,L2405,2023-03-29 02:39:00+0000,1
105,L900,2023-07-29 12:22:00+0000,1
105,L833,2024-01-06 23:58:00+0000,1
105,L2449,2023-01-11 15:55:00+0000,1
105,L2015,2023-02-18 15:03:00+0000,1
105,L3850,2023-12-25 02:43:00+0000,1
106,L3065,2023-05-19 18:04:00+0000,1
106,L510,2023-01-19 03:03:00+0000,1
106,L705,2023-10-06 01:01:00+0000,1
106,L1707,2023-12-10 17:00:00+0000,1
106,L2860,2023-11-11 08:13:00+0000,1
106,L1745,2023-09-13 13:05:00+0000,1
106,L1455,2023-03-30 01:51:00+0000,1
106,L649,2023-03-10 03:27:00+0000,1
106,L11,2023-05-21 16:47:00+0000,1
106,L2695,2023-12-06 19:10:00+0000,1
106,L1373,2024-01-26 03:06:00+0000,1
106,L3926,2023-12-10 19:52:00+0000,1
106,L3734,2023-12-18 01:03:00+0000,1
106,L2853,2023-12-02 06:53:00+0000,1
106,L1813,2023-09-29 23:40:00+0000,1
106,L402,2023-08-11 23:00:00+0000,1
106,L3221,2023-10-04 16:14:00+0000,1
106,L387,2023-11-15 00:06:00+0000,1
106,L3853,2023-03-01 20:57:00+0000,1
106,L2855,2023-05-16 02:26:00+0000,1
106,L90,2023-03-28 12:57:00+0000,1
106,L1175,2023-10-21 14:50:00+0000,1
106,L366,2023-01-08 23:31:00+0000,1
106,L740,2023-05-03 17:44:00+0000,1
106,L147,2023-01-22 22:03:00+0000,1
106,L2463,2023-05-15 04:14:00+0000,1
106,L3841,2023-03-24 09:29:00+0000,1
106,L456,2023-04-14 03:54:00+0000,1
106,L1614,2023-04-29 03:14:00+0000,1
106,L2153,2023-07-17 12:43:00+0000,1
106,L2450,2023-09-23 09:51:00+0000,1
107,L1683,2023-01-24 04:01:00+0000,1
107,L3897,2023-12-10 03:46:00+0000,1
107,L582,2023-02-12 02:17:00+0000,1
107,L3746,2023-10-14 03:53:00+0000,1
107,L3021,2023-06-04 06:47:00+0000,1
107,L3822,2023-08-22 13:46:00+0000,1
107,L1913,2024-01-13 05:45:00+0000,1
107,L3388,2023-08-09 02:30:00+0000,1
107,L1406,2023-12-10 12:32:00+0000,1
107,L927,2023-08-18 12:50:00+0000,1
107,L3977,2023-04-28 06:50:00+0000,1
107,L2139,2023-01-30 12:29:00+0000,1
107,L2274,2023-06-21 12:24:00+0000,1
107,L2543,2023-07-04 13:47:00+0000,1
107,L1177,2023-06-09 22:01:00+0000,1
107,L2972,2023-05-21 12:42:00+0000,1
107,L1883,2023-07-23 13:29:00+0000,1
107,L1428,2023-11-18 22:56:00+0000,1
107,L3291,2023-12-16 12:48:00+0000,1
107,L2857,2023-12-12 14:35:00+0000,1
107,L3082,2023-04-24 13:52:00+0000,1
107,L1131,2023-05-10 18:48:00+0000,1
107,L3439,2023-03-13 06:22:00+0000,1
107,L285,2023-01-12 19:43:00+0000,1
107,L3251,2023-03-29 06:06:00+0000,1
107,L1101,2023-12-30 16:30:00+0000,1
107,L2213,2024-01-05 09:29:00+0000,1
107,L2756,2023-01-07 10:11:00+0000,1
107,L3738,2023-12-12 08:15:00+0000,1
107,L219,2023-01-20 14:42:00+0000,1
107,L1483,2023-04-03 15:58:00+0000,1
107,L500,2023-12-27 20:18:00+0000,1
107,L162,2023-02-26 05:44:00+0000,1
107,L3242,2023-12-29 13:35:00+0000,1
108,L1279,2023-10-09 11:16:00+0000,1
108,L3573,2023-08-29 13:57:00+0000,1
108,L2258,2023-06-03 02:29:00+0000,1
108,L2183,2023-12-31 03:23:00+0000,1
108,L3819,2023-03-11 03:00:00+0000,1
108,L3766,2023-05-14 23:37:00+0000,1
108,L3991,2023-06-11 13:15:00+0000,1
108,L1067,2023-07-31 21:59:00+0000,1
108,L3144,2023-03-24 01:45:00+0000,1
108,L3971,2024-01-19 22:08:00+0000,1
108,L1525,2023-10-11 08:23:00+0000,1
108,L1528,2023-01-19 13:59:00+0000,1
108,L3635,2023-03-21 21:00:00+0000,1
108,L1104,2023-07-06 14:31:00+0000,1
108,L999,2023-04-05 09:42:00+0000,1
108,L3031,2023-08-17 09:33:00+0000,1
108,L2443,2023-08-19 15:12:00+0000,1
108,L1305,2023-05-08 22:52:00+0000,1
108,L1967,2023-09-25 10:09:00+0000,1
108,L2310,2024-01-09 13:17:00+0000,1
108,L2921,2023-06-30 06:25:00+0000,1
108,L1405,2023-03-02 03:20:00+0000,1
108,L1822,2023-06-28 18:04:00+0000,1
108,L3280,2023-03-15 02:14:00+0000,1
108,L1436,2023-06-09 13:40:00+0000,1
108,L3889,2023-01-10 02:42:00+0000,1
108,L3723,2023-09-13 22:19:00+0000,1
108,L1577,2023-07-25 04:22:00+0000,1
109,L322,2023-08-14 00:22:00+0000,1
109,L304,2023-05-14 11:48:00+0000,1
109,L2716,2023-09-23 16:35:00+0000,1
109,L2732,2023-01-01 10:27:00+0000,1
109,L3478,2023-02-01 00:14:00+0000,1
109,L1113,2023-09-17 09:59:00+0000,1
109,L36,2023-02-01 10:18:00+0000,1
109,L978,2023-01-21 13:23:00+0000,1
109,L3082,2023-06-16 04:25:00+0000,1
109,L1327,2024-01-31 14:55:00+0000,1
109,L911,2023-05-14 19:37:00+0000,1
109,L1309,2023-06-28 07:16:00+0000,1
109,L212,2023-09-18 17:11:00+0000,1
109,L133,2023-11-24 06:56:00+0000,1
109,L3032,2024-01-11 07:56:00+0000,1
110,L486,2023-09-23 02:49:00+0000,1
110,L346,2023-09-01 14:07:00+0000,1
110,L3951,2023-03-18 18:11:00+0000,1
110,L3903,2023-06-26 23:43:00+0000,1
110,L3713,2023-01-13 01:10:00+0000,1
110,L2991,2023-08-08 19:57:00+0000,1
110,L2899,2023-03-10 20:29:00+0000,1
110,L875,2024-01-27 19:22:00+0000,1
110,L1174,2023-05-20 09:25:00+0000,1
110,L1635,2023-04-01 11:08:00+0000,1
110,L2832,2023-07-22 13:18:00+0000,1
110,L3339,2023-03-09 00:32:00+0000,1
110,L1413,2023-10-24 10:22:00+0000,1
110,L3125,2023-10-03 04:20:00+0000,1
110,L3618,2023-04-22 04:07:00+0000,1
110,L1364,2023-06-20 03:33:00+0000,1
110,L2483,2023-10-14 19:43:00+0000,1
110,L3975,2023-06-27 17:47:00+0000,1
110,L3159,2023-10-28 19:55:00+0000,1
110,L2993,2023-06-11 12:24:00+0000,1
110,L1238,2023-10-10 05:38:00+0000,1
110,L861,2023-01-10 10:46:00+0000,1
110,L695,2023-05-12 20:28:00+0000,1
110,L525,2024-01-29 01:16:00+0000,1
110,L2031,2023-10-04 22:07:00+0000,1
110,L306,2023-09-27 06:44:00+0000,1
110,L2502,2023-08-21 13:39:00+0000,1
110,L3658,2023-02-16 08:27:00+0000,1
110,L3288,2023-11-02 15:38:00+0000,1
110,L3943,2023-10-31 18:26:00+0000,1
110,L1518,2024-01-15 09:06:00+0000,1
110,L2024,2023-04-17 13:34:00+0000,1
110,L1985,2023-05-21 07:05:00+0000,1
110,L1818,2023-09-12 11:13:00+0000,1
110,L3173,2023-06-27 05:16:00+0000,1
110,L2043,2023-05-03 22:51:00+0000,1
111,L3460,2024-01-04 20:19:00+0000,1
111,L2901,2023-07-26 06:39:00+0000,1
111,L3370,2023-05-26 13:50:00+0000,1
111,L1114,2023-02-02 04:03:00+0000,1
111,L1643,2023-08-10 12:26:00+0000,1
111,L1926,2023-07-20 04:48:00+0000,1
111,L2354,2023-01-14 00:10:00+0000,1
111,L128,2024-01-15 05:38:00+0000,1
111,L3238,2023-05-04 13:58:00+0000,1
111,L2122,2023-03-09 11:17:00+0000,1
111,L2990,2023-06-22 16:33:00+0000,1
111,L1915,2023-07-17 03:07:00+0000,1
111,L2372,2023-01-22 14:34:00+0000,1
111,L2403,2023-07-19 22:39:00+0000,1
111,L1122,2023-07-25 14:32:00+0000,1
111,L1846,2023-02-27 06:48:00+0000,1
111,L327,2023-03-28 04:24:00+0000,1
111,L1674,2023-09-03 21:20:00+0000,1
111,L210,2023-04-08 04:11:00+0000,1
111,L2473,2023-02-10 14:40:00+0000,1
111,L108,2023-01-13 01:57:00+0000,1
111,L968,2023-04-01 02:52:00+0000,1
111,L832,2023-05-12 22:34:00+0000,1
111,L2389,2023-02-02 07:26:00+0000,1
111,L1392,2023-07-24 06:46:00+0000,1
111,L3813,2023-01-27 23:55:00+0000,1
111,L2618,2023-02-19 01:51:00+0000,1
111,L3654,2024-01-20 18:00:00+0000,1
111,L3445,2023-06-21 16:41:00+0000,1
111,L3061,2023-08-07 13:55:00+0000,1
111,L401,2023-08-01 12:56:00+0000,1
112,L2386,2023-03-18 15:37:00+0000,1
112,L2481,2023-04-16 13:21:00+0000,1
112,L3609,2023-03-28 22:57:00+0000,1
112,L3906,2023-04-23 12:25:00+0000,1
112,L327,2023-09-09 11:27:00+0000,1
112,L1815,2023-07-24 14:33:00+0000,1
112,L2832,2023-02-14 21:53:00+0000,1
112,L1870,2023-07-22 07:42:00+0000,1
112,L281,2023-05-31 13:28:00+0000,1
112,L495,2023-12-13 14:03:00+0000,1
112,L3350,2024-01-19 03:08:00+0000,1
112,L1943,2023-12-31 00:11:00+0000,1
112,L89,2023-09-05 05:36:00+0000,1
112,L3038,2023-05-07 19:23:00+0000,1
112,L720,2023-01-24 18:58:00+0000,1
112,L3444,2023-04-05 03:42:00+0000,1
112,L2457,2023-06-17 09:24:00+0000,1
112,L3602,2024-02-04 19:25:00+0000,1
112,L416,2023-01-17 17:56:00+0000,1
113,L3053,2023-08-24 02:50:00+0000,1
113,L3942,2023-04-17 13:41:00+0000,1
113,L3199,2023-12-02 10:06:00+0000,1
113,L554,2023-02-24 17:41:00+0000,1
113,L2005,2023-02-12 17:24:00+0000,1
113,L3271,2023-01-09 14:01:00+0000,1
113,L2675,2023-12-28 10:28:00+0000,1
113,L1181,2023-07-03 15:17:00+0000,1
113,L3293,2023-10-08 22:11:00+0000,1
113,L1243,2023-03-22 19:16:00+0000,1
113,L2303,2023-07-24 08:03:00+0000,1
113,L3253,2023-02-03 18:26:00+0000,1
113,L1419,2023-01-20 05:41:00+0000,1
113,L2694,2023-09-01 03:49:00+0000,1
113,L1608,2023-11-25 11:37:00+0000,1
113,L2179,2023-03-11 08:24:00+0000,1
113,L1231,2023-09-04 06:49:00+0000,1
113,L4000,2023-03-19 05:56:00+0000,1
113,L3721,2023-04-27 10:15:00+0000,1
113,L1024,2023-10-23 08:30:00+0000,1
113,L3673,2023-01-31 15:48:00+0000,1
113,L2978,2023-12-05 14:16:00+0000,1
113,L3803,2023-10-18 12:54:00+0000,1
113,L3611,2023-12-05 06:06:00+0000,1
113,L2065,2023-02-21 18:23:00+0000,1
113,L3922,2023-10-11 16:06:00+0000,1
113,L1370,2023-09-16 22:54:00+0000,1
113,L3279,2023-09-23 15:35:00+0000,1
113,L3044,2023-11-25 17:54:00+0000,1
113,L3367,2023-12-28 22:11:00+0000,1
113,L1512,2023-04-27 13:04:00+0000,1
113,L3650,2024-01-04 13:09:00+0000,1
113,L2082,2023-02-04 15:36:00+0000,1
113,L1272,2023-06-16 08:13:00+0000,1
113,L2089,2023-05-25 14:46:00+0000,1
113,L798,2023-06-05 20:31:00+0000,1
113,L3183,2023-11-05 01:44:00+0000,1
114,L3782,2024-01-15 10:16:00+0000,1
114,L3171,2023-10-21 21:05:00+0000,1
114,L3851,2023-06-05 10:22:00+0000,1
114,L2148,2024-02-04 19:19:00+0000,1
114,L2433,2023-02-15 00:24:00+0000,1
114,L639,2023-02-11 20:25:00+0000,1
114,L1675,2023-03-30 14:11:00+0000,1
114,L1372,2023-07-04 18:38:00+0000,1
114,L1243,2023-10-22 22:32:00+0000,1
114,L2026,2024-02-03 05:27:00+0000,1
114,L2499,2023-07-12 22:44:00+0000,1
114,L1709,2023-07-08 01:54:00+0000,1
114,L1739,2023-03-04 18:40:00+0000,1
114,L2046,2023-12-29 21:25:00+0000,1
114,L868,2023-06-05 07:49:00+0000,1
114,L337,2024-02-05 08:34:00+0000,1
115,L1432,2023-12-08 05:52:00+0000,1
115,L1694,2023-12-02 20:56:00+0000,1
115,L1399,2023-04-09 13:20:00+0000,1
115,L1517,2024-01-18 10:56:00+0000,1
115,L883,2023-08-06 17:30:00+0000,1
115,L1749,2023-06-12 09:44:00+0000,1
115,L1532,2024-01-15 16:49:00+0000,1
115,L688,2023-07-01 17:08:00+0000,1
115,L3926,2023-06-09 10:03:00+0000,1
115,L2698,2023-01-06 18:11:00+0000,1
115,L1032,2023-08-27 23:04:00+0000,1
115,L3894,2023-07-01 12:59:00+0000,1
115,L3096,2024-02-03 09:36:00+0000,1
115,L1350,2023-07-31 02:49:00+0000,1
115,L1414,2023-01-24 09:25:00+0000,1
115,L3957,2024-01-29 00:48:00+0000,1
115,L3295,2023-01-09 14:51:00+0000,1
115,L1031,2023-04-10 05:13:00+0000,1
115,L1932,2023-02-05 03:41:00+0000,1
115,L3623,2023-06-29 18:07:00+0000,1
115,L2361,2023-05-27 22:07:00+0000,1
115,L2989,2023-04-30 19:57:00+0000,1
115,L123,2023-05-08 14:11:00+0000,1
115,L1772,2023-04-21 21:55:00+0000,1
115,L2233,2023-11-17 11:23:00+0000,1
115,L611,2023-07-21 18:15:00+0000,1
115,L2048,2023-01-03 05:10:00+0000,1
115,L3253,2023-11-06 02:50:00+0000,1
115,L709,2023-09-25 07:45:00+0000,1
115,L2980,2024-01-25 03:11:00+0000,1
115,L1966,2023-03-21 11:51:00+0000,1
115,L3187,2023-07-17 16:56:00+0000,1
115,L457,2023-07-23 07:05:00+0000,1
115,L2987,2023-11-06 07:34:00+0000,1
116,L722,2023-01-26 19:53:00+0000,1
116,L3407,2023-09-03 10:43:00+0000,1
116,L2499,2024-01-19 01:34:00+0000,1
116,L919,2023-11-10 17:06:00+0000,1
116,L3744,2023-10-31 19:13:00+0000,1
116,L2080,2023-11-29 13:29:00+0000,1
116,L759,2023-08-30 02:31:00+0000,1
116,L655,2023-08-01 11:28:00+0000,1
116,L3963,2023-02-18 19:05:00+0000,1
116,L1770,2023-10-27 08:23:00+0000,1
116,L2908,2024-01-05 08:15:00+0000,1
116,L2178,2023-03-19 08:20:00+0000,1
116,L1314,2023-06-02 21:50:00+0000,1
116,L814,2023-06-15 20:15:00+0000,1
116,L2711,2023-08-21 22:40:00+0000,1
116,L1621,2023-12-09 11:30:00+0000,1
116,L1064,2023-12-28 19:14:00+0000,1
116,L3199,2023-01-20 23:00:00+0000,1
117,L2520,2023-06-12 15:26:00+0000,1
117,L776,2024-01-24 02:36:00+0000,1
117,L1747,2024-01-03 20:34:00+0000,1
117,L1159,2023-08-14 00:22:00+0000,1
117,L1123,2023-11-01 09:03:00+0000,1
117,L1920,2023-10-16 08:15:00+0000,1
117,L434,2023-05-21 02:29:00+0000,1
117,L729,2023-10-22 15:52:00+0000,1
117,L1023,2023-09-15 12:15:00+0000,1
117,L413,2024-01-29 02:08:00+0000,1
117,L3763,2023-04-17 19:17:00+0000,1
117,L1609,2023-06-15 09:37:00+0000,1
117,L1194,2023-11-15 22:04:00+0000,1
117,L3561,2023-03-29 23:51:00+0000,1
117,L2058,2023-06-22 17:12:00+0000,1
117,L1692,2023-09-26 12:52:00+0000,1
117,L1031,2023-05-11 15:39:00+0000,1
117,L1046,2023-10-19 13:01:00+0000,1
117,L2225,2023-09-20 21:54:00+0000,1
117,L1500,2023-06-03 18:02:00+0000,1
117,L1276,2023-05-21 20:21:00+0000,1
117,L227,2023-11-20 05:00:00+0000,1
117,L1520,2023-03-28 16:32:00+0000,1
118,L1352,2023-10-07 09:22:00+0000,1
118,L115,2024-01-19 11:13:00+0000,1
118,L3125,2023-03-19 21:19:00+0000,1
118,L3883,2023-06-10 15:16:00+0000,1
118,L155,2023-10-02 12:58:00+0000,1
118,L3830,2023-05-04 01:35:00+0000,1
118,L12,2023-10-13 08:07:00+0000,1
118,L3734,2023-07-02 18:49:00+0000,1
118,L1132,2023-07-20 01:25:00+0000,1
118,L1821,2023-02-20 19:18:00+0000,1
118,L2304,2023-05-13 22:46:00+0000,1
118,L3424,2023-11-04 19:36:00+0000,1
118,L1266,2023-12-17 14:32:00+0000,1
118,L1811,2023-02-15 13:59:00+0000,1
118,L3559,2023-10-28 05:35:00+0000,1
118,L1950,2024-01-09 22:02:00+0000,1
118,L3554,2023-08-17 19:44:00+0000,1
118,L1761,2023-09-27 11:26:00+0000,1
118,L1308,2023-01-21 22:54:00+0000,1
118,L2174,2023-02-25 09:08:00+0000,1
118,L3366,2023-08-04 00:33:00+0000,1
118,L2983,2023-06-04 23:15:00+0000,1
119,L3910,2023-05-10 02:16:00+0000,1
119,L2386,2023-07-07 18:06:00+0000,1
119,L1079,2023-12-29 15:52:00+0000,1
119,L3040,2023-01-24 15:54:00+0000,1
119,L3395,2024-01-01 04:26:00+0000,1
119,L207,2023-07-19 16:39:00+0000,1
119,L2671,2023-10-01 06:25:00+0000,1
119,L2271,2023-05-22 14:54:00+0000,1
119,L1222,2023-03-14 13:56:00+0000,1
119,L185,2024-01-10 23:22:00+0000,1
119,L3328,2023-08-21 02:30:00+0000,1
119,L1749,2023-03-23 08:12:00+0000,1
119,L1058,2024-01-22 22:55:00+0000,1
119,L56,2023-09-22 19:50:00+0000,1
119,L3012,2023-02-10 05:17:00+0000,1
120,L575,2023-04-14 07:58:00+0000,1
120,L3355,2023-05-25 20:34:00+0000,1
120,L923,2023-01-04 09:05:00+0000,1
120,L2689,2023-07-12 19:28:00+0000,1
120,L242,2023-07-28 01:10:00+0000,1
120,L563,2023-11-23 10:05:00+0000,1
120,L1656,2023-03-29 05:28:00+0000,1
120,L2860,2023-09-05 18:01:00+0000,1
120,L1292,2023-12-11 20:42:00+0000,1
120,L408,2023-10-03 21:45:00+0000,1
120,L3000,2023-05-22 05:48:00+0000,1
120,L469,2023-11-13 05:35:00+0000,1
120,L3203,2023-01-30 18:59:00+0000,1
120,L1232,2023-07-27 07:41:00+0000,1
120,L3397,2023-11-05 17:40:00+0000,1
120,L924,2023-04-27 15:46:00+0000,1
120,L2379,2023-07-12 12:04:00+0000,1
120,L230,2023-11-19 03:45:00+0000,1
120,L29,2023-09-05 06:51:00+0000,1
121,L419,2023-09-26 23:26:00+0000,1
121,L2201,2023-11-27 08:20:00+0000,1
121,L1377,2023-10-06 14:30:00+0000,1
121,L1209,2023-07-16 03:30:00+0000,1
121,L2672,2023-07-24 22:54:00+0000,1
121,L769,2023-05-14 09:32:00+0000,1
121,L141,2023-08-09 21:40:00+0000,1
121,L3279,2023-07-22 00:51:00+0000,1
121,L1529,2024-01-06 06:25:00+0000,1
121,L1949,2023-06-02 00:28:00+0000,1
121,L2563,2023-08-20 17:18:00+0000,1
121,L3826,2023-10-02 03:09:00+0000,1
121,L143,2023-06-23 04:27:00+0000,1
121,L2739,2023-10-12 12:49:00+0000,1
121,L743,2023-12-27 20:43:00+0000,1
121,L2439,2023-03-24 06:04:00+0000,1
121,L251,2023-07-24 21:46:00+0000,1
121,L25,2023-10-18 02:25:00+0000,1
122,L593,2023-04-28 18:03:00+0000,1
122,L3412,2023-12-25 23:58:00+0000,1
122,L220,2023-06-24 11:45:00+0000,1
122,L1778,2023-01-05 12:01:00+0000,1
122,L2747,2023-11-07 06:05:00+0000,1
122,L986,2023-08-28 18:39:00+0000,1
122,L1625,2023-09-08 15:06:00+0000,1
122,L2284,2023-06-24 05:58:00+0000,1
122,L2908,2023-06-05 10:32:00+0000,1
122,L2103,2023-12-19 23:52:00+0000,1
122,L217,2023-05-01 00:57:00+0000,1
122,L2814,2023-11-19 13:14:00+0000,1
122,L1468,2023-08-29 08:12:00+0000,1
122,L3501,2023-11-24 11:45:00+0000,1
123,L3167,2023-02-22 04:09:00+0000,1
123,L3641,2023-01-14 07:25:00+0000,1
123,L124,2023-03-30 06:33:00+0000,1
123,L581,2023-05-12 00:32:00+0000,1
123,L2123,2023-06-17 12:02:00+0000,1
123,L644,2024-01-07 14:27:00+0000,1
123,L2027,2023-01-30 21:24:00+0000,1
123,L1374,2023-08-02 11:35:00+0000,1
123,L2637,2024-01-03 02:54:00+0000,1
123,L3228,2023-09-24 00:04:00+0000,1
123,L3772,2023-12-09 11:59:00+0000,1
123,L879,2023-11-20 18:03:00+0000,1
123,L3821,2023-09-16 12:46:00+0000,1
123,L165,2023-01-12 03:24:00+0000,1
123,L3668,2023-12-08 18:10:00+0000,1
123,L1675,2023-11-29 05:08:00+0000,1
123,L3908,2023-12-26 07:53:00+0000,1
123,L115,2023-03-30 18:43:00+0000,1
123,L782,2023-03-13 17:27:00+0000,1
123,L3290,2024-01-27 09:47:00+0000,1
123,L3370,2023-05-10 15:41:00+0000,1
123,L2354,2023-11-12 09:18:00+0000,1
123,L1453,2023-07-28 11:59:00+0000,1
123,L1379,2023-12-23 01:39:00+0000,1
123,L1714,2023-05-11 05:02:00+0000,1
123,L77,2023-08-05 12:42:00+0000,1
123,L1683,2024-01-08 09:17:00+0000,1
124,L672,2024-01-09 02:49:00+0000,1
124,L1396,2023-01-30 23:31:00+0000,1
124,L2290,2023-12-03 08:44:00+0000,1
124,L1049,2023-02-11 06:58:00+0000,1
124,L1219,2023-09-02 05:59:00+0000,1
124,L2587,2023-11-08 18:33:00+0000,1
124,L3067,2023-02-03 11:56:00+0000,1
124,L1966,2023-09-04 20:42:00+0000,1
124,L3139,2023-02-15 05:53:00+0000,1
124,L1624,2023-02-12 09:49:00+0000,1
124,L2464,2023-09-17 20:08:00+0000,1
124,L3218,2023-08-07 20:37:00+0000,1
124,L3901,2024-01-05 01:56:00+0000,1
124,L549,2023-05-31 05:29:00+0000,1
124,L3796,2023-03-31 09:03:00+0000,1
124,L451,2023-05-16 01:16:00+0000,1
124,L3592,2023-11-18 05:38:00+0000,1
124,L97,2023-07-05 21:44:00+0000,1
124,L1447,2023-11-24 18:17:00+0000,1
124,L1373,2023-10-07 03:00:00+0000,1
124,L1763,2023-12-13 23:06:00+0000,1
