id,sku,name,category,price,in_stock
515,SKU-00515,Mini Lamp,Toys,370.74,True
516,SKU-00516,Deluxe Lamp,Grocery,479.75,True
517,SKU-00517,Deluxe Charger,Grocery,67.91,True
518,SKU-00518,Pro Mug,Books,277.74,True
519,SKU-00519,Deluxe Mug,Books,417.32,True
520,SKU-00520,Eco Widget,Electronics,368.38,True
521,SKU-00521,Compact Charger,Books,210.96,True
522,SKU-00522,Deluxe Gadget,Grocery,435.41,True
523,SKU-00523,Mini Mug,Books,45.16,True
524,SKU-00524,Ultra Widget,Grocery,347.9,True
525,SKU-00525,Compact Gadget,Electronics,424.91,False
526,SKU-00526,Ultra Mug,Apparel,33.14,True
527,SKU-00527,Eco Lamp,Toys,448.9,True
528,SKU-00528,Eco Mug,Home,376.87,True
529,SKU-00529,Compact Charger,Home,475.41,True
530,SKU-00530,Mini Charger,Grocery,210.77,True
531,SKU-00531,Compact Lamp,Toys,242.45,True
532,SKU-00532,Pro Lamp,Electronics,464.38,True
533,SKU-00533,Mini Charger,Electronics,452.67,True
534,SKU-00534,Compact Widget,Electronics,321.35,True
535,SKU-00535,Deluxe Bottle,Electronics,466.48,True
536,SKU-00536,Deluxe Bottle,Toys,465.53,True
537,SKU-00537,Mini Widget,Home,77.01,True
538,SKU-00538,Deluxe Gadget,Toys,121.15,True
539,SKU-00539,Mini Charger,Apparel,463.68,True
540,SKU-00540,Ultra Mug,Apparel,351.48,True
541,SKU-00541,Eco Mug,Grocery,331.52,True
542,SKU-00542,Mini Charger,Toys,396.0,True
543,SKU-00543,Eco Gadget,Apparel,474.88,True
544,SKU-00544,Deluxe Gadget,Toys,429.2,True
545,SKU-00545,Eco Charger,Toys,382.64,True
546,SKU-00546,Compact Gadget,Electronics,37.52,True
547,SKU-00547,Deluxe Bottle,Books,18.81,True
548,SKU-00548,Ultra Bottle,Apparel,336.9,True
549,SKU-00549,Compact Gadget,Apparel,121.93,True
550,SKU-00550,Deluxe Widget,Home,434.97,True
551,SKU-00551,Compact Gadget,Home,457.17,True
552,SKU-00552,Pro Lamp,Home,209.64,True
553,SKU-00553,Ultra Charger,Apparel,477.35,True
554,SKU-00554,Ultra Mug,Home,97.63,True
555,SKU-00555,Mini Mug,Grocery,46.42,False
556,SKU-00556,Eco Gadget,Electronics,194.4,True
557,SKU-00557,Eco Lamp,Apparel,232.28,True
558,SKU-00558,Eco Charger,Electronics,122.92,True
559,SKU-00559,Compact Charger,Home,196.44,False
560,SKU-00560,Ultra Lamp,Books,273.18,True
561,SKU-00561,Pro Widget,Books,98.95,True
562,SKU-00562,Pro Gadget,Toys,355.69,True
563,SKU-00563,Mini Widget,Toys,264.64,True
564,SKU-00564,Eco Bottle,Books,280.36,True
565,SKU-00565,Ultra Mug,Grocery,218.12,True
566,SKU-00566,Pro Gadget,Electronics,403.91,True
567,SKU-00567,Eco Widget,Home,403.47,True
568,SKU-00568,Compact Bottle,Books,57.57,True
569,SKU-00569,Compact Charger,Toys,168.23,False
570,SKU-00570,Pro Widget,Toys,423.13,True
571,SKU-00571,Pro Bottle,Grocery,145.59,True
572,SKU-00572,Mini Lamp,Apparel,152.0,False
573,SKU-00573,Pro Bottle,Grocery,449.28,True
574,SKU-00574,Ultra Lamp,Apparel,482.0,True
575,SKU-00575,Eco Mug,Apparel,91.49,True
576,SKU-00576,Compact Lamp,Home,298.95,True
577,SKU-00577,Compact Mug,Toys,195.83,True
578,SKU-00578,Deluxe Lamp,Electronics,244.63,True
579,SKU-00579,Deluxe Charger,Toys,8.74,True
580,SKU-00580,Compact Bottle,Grocery,11.77,True
581,SKU-00581,Compact Charger,Apparel,64.48,True
582,SKU-00582,Mini Lamp,Home,206.7,True
583,SKU-00583,Ultra Mug,Toys,339.08,True
584,SKU-00584,Pro Lamp,Grocery,234.68,True
585,SKU-00585,Mini Bottle,Grocery,296.54,True
586,SKU-00586,Deluxe Lamp,Toys,191.61,True
587,SKU-00587,Eco Charger,Home,435.83,False
588,SKU-00588,Eco Widget,Electronics,159.2,True
589,SKU-00589,Deluxe Lamp,Home,384.65,True
590,SKU-00590,Eco Lamp,Home,233.95,False
591,SKU-00591,Pro Mug,Electronics,156.4,False
592,SKU-00592,Eco Gadget,Grocery,329.63,True
593,SKU-00593,Pro Lamp,Apparel,345.52,False
594,SKU-00594,Mini Gadget,Grocery,226.67,False
595,SKU-00595,Mini Gadget,Apparel,36.94,True
596,SKU-00596,Ultra Bottle,Grocery,126.57,True
597,SKU-00597,Eco Widget,Toys,405.56,True
598,SKU-00598,Deluxe Gadget,Books,201.47,False
599,SKU-00599,Compact Gadget,Books,463.97,True
600,SKU-00600,Pro Bottle,Books,121.13,False
