id,order_id,product_id,quantity,unit_price
2852,951,468,2,262.84
2853,951,93,3,240.0
2854,951,157,1,136.59
2855,951,560,3,273.18
2856,952,585,3,296.54
2857,952,154,4,95.58
2858,952,44,1,433.14
2859,952,218,3,208.46
2860,953,318,3,270.79
2861,953,161,3,247.66
2862,953,556,2,194.4
2863,954,173,4,208.97
2864,954,279,1,129.56
2865,954,69,4,171.26
2866,954,521,2,210.96
2867,955,67,2,415.61
2868,955,326,3,172.03
2869,955,335,4,84.69
2870,956,110,3,386.52
2871,957,17,2,24.92
2872,957,303,1,194.48
2873,957,280,3,127.63
2874,957,454,2,444.18
2875,957,321,3,175.12
2876,958,116,3,464.7
2877,958,275,2,496.43
2878,958,383,2,234.71
2879,958,487,3,477.82
2880,959,181,1,496.92
2881,959,152,2,192.98
2882,960,348,3,436.39
2883,960,374,2,484.13
2884,960,545,4,382.64
2885,960,570,3,423.13
2886,961,455,4,389.42
2887,961,281,2,499.66
2888,962,223,1,338.48
2889,962,109,2,68.43
2890,962,209,4,35.7
2891,962,53,2,239.83
2892,963,349,4,460.82
2893,963,140,4,498.1
2894,963,357,3,490.94
2895,963,54,4,122.73
2896,963,330,2,299.69
2897,964,56,1,160.04
2898,964,592,2,329.63
2899,965,500,1,290.54
2900,965,333,1,419.05
2901,965,123,4,362.54
2902,965,470,1,176.81
2903,965,247,2,29.63
2904,966,450,3,19.11
2905,966,103,3,442.54
2906,966,347,2,172.63
2907,967,568,3,57.57
2908,967,322,4,192.89
2909,967,249,4,357.18
2910,967,439,2,100.08
2911,967,408,2,454.66
2912,968,280,2,127.63
2913,968,271,1,237.69
2914,968,386,1,367.04
2915,968,423,1,28.72
2916,969,520,4,368.38
2917,969,282,3,459.28
2918,969,397,1,273.34
2919,970,228,3,485.99
2920,971,593,3,345.52
2921,971,547,1,18.81
2922,971,341,3,223.8
2923,971,462,1,488.16
2924,972,501,3,70.63
2925,973,426,4,202.01
2926,973,213,2,132.56
2927,973,97,1,204.0
2928,973,438,3,223.38
2929,974,45,3,224.62
2930,974,22,2,273.29
2931,974,257,1,384.35
2932,975,469,3,104.82
2933,975,509,2,61.22
2934,975,494,4,246.18
2935,975,375,2,402.55
2936,976,437,1,182.12
2937,976,329,2,454.14
2938,976,322,1,192.89
2939,976,108,4,45.46
2940,976,461,4,58.01
2941,977,419,3,14.37
2942,977,232,2,469.48
2943,977,509,2,61.22
2944,978,409,2,459.13
2945,979,159,1,424.6
2946,979,320,4,153.73
2947,980,446,1,242.4
2948,980,95,2,139.46
2949,980,277,1,80.89
2950,981,548,1,336.9
2951,981,103,1,442.54
2952,981,431,4,29.73
2953,982,134,4,120.98
2954,982,205,4,410.89
2955,982,164,4,414.75
2956,982,243,2,169.8
2957,982,36,2,221.06
2958,983,28,2,26.92
2959,983,170,2,246.55
2960,983,489,1,445.81
2961,983,566,1,403.91
2962,984,194,4,167.62
2963,984,596,3,126.57
2964,984,414,3,188.55
2965,984,469,4,104.82
2966,985,468,4,262.84
2967,985,464,4,367.98
2968,985,233,2,428.19
2969,985,205,1,410.89
2970,985,239,1,453.57
2971,986,347,1,172.63
2972,986,109,3,68.43
2973,987,523,4,45.16
2974,988,391,4,74.77
2975,988,328,4,306.73
2976,988,280,2,127.63
2977,989,532,3,464.38
2978,989,402,4,164.31
2979,989,199,4,375.98
2980,990,404,1,93.75
2981,991,215,4,110.82
2982,991,126,1,344.9
2983,992,285,4,245.42
2984,992,303,4,194.48
2985,993,394,3,300.61
2986,993,118,2,351.95
2987,993,426,3,202.01
2988,993,489,3,445.81
2989,994,505,2,139.78
2990,994,563,4,264.64
2991,995,38,2,140.2
2992,996,561,1,98.95
2993,996,179,4,333.3
2994,996,69,4,171.26
2995,996,21,2,263.56
2996,997,79,3,91.37
2997,997,153,2,183.67
2998,998,531,4,242.45
2999,999,101,2,324.28
3000,999,165,3,361.12
3001,999,359,3,388.94
3002,999,214,4,11.74
3003,1000,48,1,337.56
3004,1001,447,2,197.12
3005,1001,63,2,28.87
3006,1001,72,3,173.93
3007,1001,247,1,29.63
3008,1002,174,1,84.66
3009,1002,511,2,466.71
3010,1002,370,3,359.54
3011,1002,281,4,499.66
3012,1003,551,1,457.17
3013,1003,343,3,52.11
3014,1003,306,2,21.35
3015,1003,536,3,465.53
3016,1003,425,4,81.94
3017,1004,244,2,303.3
3018,1004,266,4,456.78
3019,1004,27,1,473.48
3020,1005,253,2,498.26
3021,1005,477,3,136.05
3022,1005,419,4,14.37
3023,1005,408,3,454.66
3024,1005,470,1,176.81
3025,1006,435,3,487.09
3026,1006,219,3,151.53
3027,1006,358,2,354.44
3028,1006,379,1,455.56
3029,1006,515,3,370.74
3030,1007,481,3,183.57
3031,1008,466,1,57.34
3032,1008,433,4,10.25
3033,1008,382,1,26.77
3034,1008,97,4,204.0
3035,1009,331,3,309.84
3036,1009,171,3,54.79
3037,1009,296,3,409.46
3038,1009,506,3,80.74
3039,1010,578,3,244.63
3040,1010,40,4,254.87
3041,1010,592,3,329.63
3042,1010,451,3,449.98
3043,1011,71,2,462.85
3044,1012,45,4,224.62
3045,1012,283,4,357.73
3046,1012,399,3,287.62
3047,1013,113,2,235.39
3048,1013,67,1,415.61
3049,1013,500,4,290.54
3050,1013,448,1,60.36
3051,1014,146,3,318.75
3052,1014,182,3,119.41
3053,1014,196,3,42.49
3054,1014,44,2,433.14
3055,1015,72,1,173.93
3056,1015,85,1,128.91
3057,1016,379,4,455.56
3058,1016,45,3,224.62
3059,1016,111,1,40.65
3060,1016,183,4,499.22
3061,1016,505,1,139.78
3062,1017,165,1,361.12
3063,1017,210,4,477.01
3064,1018,83,2,353.9
3065,1018,203,3,277.86
3066,1018,29,1,126.31
3067,1018,345,2,268.23
3068,1019,346,1,475.64
3069,1019,64,3,393.3
3070,1020,389,2,268.9
3071,1020,228,4,485.99
3072,1020,224,3,493.55
3073,1021,470,4,176.81
3074,1021,261,2,94.45
3075,1021,11,3,476.71
3076,1021,145,4,216.86
3077,1021,150,3,383.54
3078,1022,562,4,355.69
3079,1022,103,2,442.54
3080,1023,75,2,348.26
3081,1023,503,4,71.0
3082,1023,178,3,482.53
3083,1024,185,4,484.43
3084,1024,146,2,318.75
3085,1025,453,3,323.21
3086,1025,88,4,259.93
3087,1026,470,2,176.81
3088,1026,163,3,294.21
3089,1026,451,2,449.98
3090,1027,209,3,35.7
3091,1027,98,4,57.47
3092,1027,143,4,438.07
3093,1028,294,1,459.14
3094,1028,169,1,30.63
3095,1028,211,1,223.36
3096,1028,155,2,121.28
3097,1029,59,3,164.78
3098,1029,243,1,169.8
3099,1029,301,3,472.1
3100,1029,222,1,289.81
3101,1029,175,1,199.95
3102,1030,26,4,273.09
3103,1030,378,2,43.19
3104,1030,57,3,390.95
3105,1031,189,2,267.87
3106,1031,530,3,210.77
3107,1031,47,2,239.54
3108,1031,9,4,345.49
3109,1032,574,1,482.0
3110,1032,375,1,402.55
3111,1032,19,3,419.5
3112,1033,264,4,115.63
3113,1033,46,2,417.17
3114,1033,550,3,434.97
3115,1034,472,2,319.58
3116,1035,28,4,26.92
3117,1035,256,2,483.12
3118,1036,58,2,410.8
3119,1037,103,4,442.54
3120,1037,278,2,86.56
3121,1037,408,2,454.66
3122,1038,94,4,249.03
3123,1038,144,2,157.06
3124,1039,269,2,466.36
3125,1039,137,2,240.38
3126,1040,190,3,100.6
3127,1040,163,1,294.21
3128,1040,337,4,91.55
3129,1040,243,2,169.8
3130,1040,215,2,110.82
3131,1041,326,4,172.03
3132,1042,585,3,296.54
3133,1042,340,4,442.09
3134,1043,440,2,336.28
3135,1043,196,3,42.49
3136,1043,558,2,122.92
3137,1043,442,2,174.31
3138,1043,161,4,247.66
3139,1044,336,3,448.3
3140,1044,527,2,448.9
3141,1044,105,1,156.24
3142,1045,526,2,33.14
3143,1045,6,1,27.54
3144,1045,259,3,439.31
3145,1046,452,2,460.22
3146,1046,175,2,199.95
3147,1047,24,4,237.06
3148,1047,331,1,309.84
3149,1048,354,3,477.7
3150,1049,532,1,464.38
3151,1049,592,3,329.63
3152,1049,178,4,482.53
3153,1050,338,2,435.3
3154,1050,354,4,477.7
3155,1051,137,3,240.38
3156,1051,432,2,130.89
3157,1052,292,4,158.29
3158,1052,138,3,484.54
3159,1052,476,1,406.66
3160,1053,141,3,411.84
3161,1053,235,4,372.33
3162,1053,576,4,298.95
3163,1053,301,3,472.1
3164,1054,312,3,469.46
3165,1055,103,3,442.54
3166,1056,412,4,247.17
3167,1056,94,1,249.03
3168,1056,275,3,496.43
3169,1056,3,2,6.3
3170,1056,92,4,469.78
3171,1057,597,1,405.56
3172,1058,366,2,118.18
3173,1058,172,2,438.64
3174,1058,93,4,240.0
3175,1059,335,1,84.69
3176,1059,127,3,101.02
3177,1060,579,1,8.74
3178,1060,416,4,376.01
3179,1060,292,4,158.29
3180,1060,218,4,208.46
3181,1061,458,2,283.75
3182,1061,420,3,446.44
3183,1061,433,1,10.25
3184,1062,500,2,290.54
3185,1062,195,1,468.55
3186,1063,352,3,457.2
3187,1063,549,1,121.93
3188,1063,38,1,140.2
3189,1063,517,1,67.91
3190,1063,203,3,277.86
3191,1064,14,3,318.71
3192,1064,78,2,469.57
3193,1064,363,3,304.13
3194,1065,95,3,139.46
3195,1065,20,4,479.58
3196,1066,447,3,197.12
3197,1066,360,4,484.05
3198,1066,11,3,476.71
3199,1067,324,4,231.39
3200,1067,596,3,126.57
3201,1067,103,3,442.54
3202,1067,100,1,210.86
3203,1067,329,1,454.14
3204,1068,306,2,21.35
3205,1069,357,1,490.94
3206,1069,559,4,196.44
3207,1069,91,3,80.59
3208,1069,456,3,103.55
3209,1069,268,1,495.42
3210,1070,583,2,339.08
3211,1070,119,3,17.68
3212,1070,136,2,433.87
3213,1071,519,2,417.32
3214,1071,501,1,70.63
3215,1071,433,1,10.25
3216,1071,511,4,466.71
3217,1072,299,2,168.74
3218,1072,284,1,369.26
3219,1072,296,2,409.46
3220,1072,20,1,479.58
3221,1073,293,4,215.25
3222,1074,231,3,78.46
3223,1074,88,4,259.93
3224,1074,70,2,446.6
3225,1074,154,3,95.58
3226,1074,498,4,261.4
3227,1075,145,2,216.86
3228,1075,193,1,25.63
3229,1076,378,3,43.19
3230,1076,316,4,153.49
3231,1076,498,2,261.4
3232,1076,169,3,30.63
3233,1076,508,1,133.96
3234,1077,98,4,57.47
3235,1078,245,1,344.53
3236,1078,167,1,425.18
3237,1079,436,4,384.08
3238,1079,222,4,289.81
3239,1079,93,3,240.0
3240,1080,434,2,394.72
3241,1080,270,2,323.61
3242,1080,220,3,68.37
3243,1080,116,3,464.7
3244,1081,16,3,50.23
3245,1081,88,2,259.93
3246,1081,380,4,312.65
3247,1081,218,1,208.46
3248,1082,547,4,18.81
3249,1083,107,4,333.94
3250,1083,321,2,175.12
3251,1084,105,2,156.24
3252,1084,271,4,237.69
3253,1084,502,3,104.12
3254,1084,469,3,104.82
3255,1085,557,4,232.28
3256,1085,20,4,479.58
3257,1085,123,2,362.54
3258,1086,453,4,323.21
3259,1086,241,3,394.47
3260,1086,54,3,122.73
3261,1086,404,4,93.75
3262,1086,146,3,318.75
3263,1087,120,3,92.24
3264,1087,304,1,254.06
3265,1087,194,1,167.62
3266,1087,449,2,5.39
3267,1087,550,3,434.97
3268,1088,219,4,151.53
3269,1088,271,4,237.69
3270,1089,497,1,10.73
3271,1090,57,1,390.95
3272,1090,418,2,66.32
3273,1090,546,2,37.52
3274,1090,235,4,372.33
3275,1091,172,4,438.64
3276,1091,431,4,29.73
3277,1091,403,3,188.36
3278,1091,424,3,50.13
3279,1091,430,2,39.85
3280,1092,246,4,252.68
3281,1092,135,2,11.54
3282,1092,121,1,54.51
3283,1092,99,2,256.68
3284,1092,151,3,46.07
3285,1093,20,2,479.58
3286,1093,42,2,414.86
3287,1093,89,1,172.38
3288,1093,195,4,468.55
3289,1094,138,2,484.54
3290,1094,315,1,153.03
3291,1094,262,1,23.9
3292,1095,331,1,309.84
3293,1095,531,1,242.45
3294,1095,380,1,312.65
3295,1096,482,1,492.25
3296,1096,579,2,8.74
3297,1096,177,4,460.31
3298,1096,339,1,271.78
3299,1097,576,1,298.95
3300,1098,218,3,208.46
3301,1099,241,1,394.47
3302,1099,89,3,172.38
3303,1100,219,2,151.53
3304,1100,88,4,259.93
3305,1100,45,3,224.62
3306,1100,484,3,72.55
3307,1100,591,2,156.4
3308,1101,148,2,210.76
3309,1101,405,2,182.78
3310,1101,108,3,45.46
3311,1101,369,4,246.95
3312,1102,489,4,445.81
3313,1102,9,4,345.49
3314,1102,71,3,462.85
3315,1102,187,2,338.08
3316,1102,361,3,88.37
3317,1103,18,3,133.89
3318,1103,280,4,127.63
3319,1103,502,2,104.12
3320,1103,392,1,43.49
3321,1104,409,1,459.13
3322,1104,160,1,381.45
3323,1104,527,2,448.9
3324,1104,597,1,405.56
3325,1105,279,1,129.56
3326,1106,575,4,91.49
3327,1106,345,4,268.23
3328,1106,410,4,470.11
3329,1107,570,2,423.13
3330,1107,512,1,52.99
3331,1107,571,4,145.59
3332,1107,285,1,245.42
3333,1108,175,2,199.95
3334,1108,365,4,397.35
3335,1108,353,2,277.15
3336,1108,457,2,476.22
3337,1109,194,2,167.62
3338,1110,352,4,457.2
3339,1110,532,4,464.38
3340,1111,558,3,122.92
3341,1111,216,2,200.74
3342,1111,548,1,336.9
3343,1112,1,1,468.04
3344,1112,437,2,182.12
3345,1112,198,4,39.61
3346,1112,203,2,277.86
3347,1113,373,2,60.96
3348,1113,541,2,331.52
3349,1114,341,2,223.8
3350,1114,112,4,64.48
3351,1114,258,2,276.27
3352,1115,212,4,55.4
3353,1115,218,2,208.46
3354,1115,554,2,97.63
3355,1115,379,1,455.56
3356,1115,32,4,187.46
3357,1116,100,2,210.86
3358,1116,184,2,38.36
3359,1116,256,3,483.12
3360,1116,398,2,438.42
3361,1116,367,2,314.85
3362,1117,312,3,469.46
3363,1117,18,2,133.89
3364,1117,157,3,136.59
3365,1118,386,2,367.04
3366,1118,110,4,386.52
3367,1119,160,1,381.45
3368,1119,399,2,287.62
3369,1119,503,2,71.0
3370,1119,167,4,425.18
3371,1119,28,1,26.92
3372,1120,110,2,386.52
3373,1120,151,2,46.07
3374,1120,50,2,122.25
3375,1120,207,2,121.42
3376,1120,352,4,457.2
3377,1121,278,2,86.56
3378,1121,229,2,144.68
3379,1121,276,2,104.79
3380,1121,430,3,39.85
3381,1122,71,3,462.85
3382,1123,568,2,57.57
3383,1124,131,1,194.7
3384,1124,223,1,338.48
3385,1124,263,4,103.1
3386,1125,534,2,321.35
3387,1125,390,2,253.53
3388,1125,61,4,292.08
3389,1125,19,3,419.5
3390,1126,75,1,348.26
3391,1126,21,1,263.56
3392,1126,33,2,68.87
3393,1127,408,3,454.66
3394,1127,299,1,168.74
3395,1127,152,2,192.98
3396,1127,500,1,290.54
3397,1128,590,3,233.95
3398,1128,25,3,345.16
3399,1128,87,1,431.52
3400,1128,6,1,27.54
3401,1128,192,3,179.8
3402,1129,404,1,93.75
3403,1129,242,4,465.09
3404,1130,271,2,237.69
3405,1130,108,2,45.46
3406,1130,524,4,347.9
3407,1130,392,4,43.49
3408,1131,502,3,104.12
3409,1132,465,1,128.72
3410,1132,555,4,46.42
3411,1132,586,1,191.61
3412,1132,19,3,419.5
3413,1132,490,4,166.25
3414,1133,492,1,393.81
3415,1133,250,1,118.85
3416,1133,522,2,435.41
3417,1134,47,3,239.54
3418,1134,455,2,389.42
3419,1135,187,3,338.08
3420,1135,66,2,65.93
3421,1136,443,4,169.99
3422,1136,522,3,435.41
3423,1136,49,2,300.5
3424,1136,385,1,203.44
3425,1136,369,4,246.95
3426,1137,34,1,343.06
3427,1137,288,2,221.95
3428,1137,289,4,117.75
3429,1138,243,4,169.8
3430,1138,170,3,246.55
3431,1138,377,1,233.07
3432,1138,363,2,304.13
3433,1139,289,2,117.75
3434,1139,130,2,115.95
3435,1139,580,4,11.77
3436,1139,101,2,324.28
3437,1140,538,2,121.15
3438,1141,430,1,39.85
3439,1141,70,3,446.6
3440,1141,472,2,319.58
3441,1141,146,3,318.75
3442,1141,118,4,351.95
3443,1142,121,1,54.51
3444,1142,345,1,268.23
3445,1142,227,3,459.62
3446,1142,230,3,65.18
3447,1143,435,4,487.09
3448,1143,408,4,454.66
3449,1143,295,2,277.27
3450,1143,69,3,171.26
3451,1143,73,1,447.92
3452,1144,176,2,260.1
3453,1145,161,4,247.66
3454,1145,192,1,179.8
3455,1145,25,4,345.16
3456,1145,71,2,462.85
3457,1145,241,2,394.47
3458,1146,579,4,8.74
3459,1146,355,1,409.1
3460,1146,6,3,27.54
3461,1147,570,4,423.13
3462,1148,252,1,493.03
3463,1148,367,2,314.85
3464,1149,187,4,338.08
3465,1149,26,4,273.09
3466,1150,344,4,202.38
3467,1150,405,4,182.78
3468,1150,508,4,133.96
3469,1151,101,1,324.28
3470,1151,556,2,194.4
3471,1151,69,2,171.26
3472,1151,229,4,144.68
3473,1152,276,4,104.79
3474,1152,3,2,6.3
3475,1152,563,4,264.64
3476,1152,86,3,201.39
3477,1153,523,3,45.16
3478,1154,300,4,45.35
3479,1154,156,2,152.67
3480,1154,421,3,448.27
3481,1154,77,2,386.72
3482,1154,115,3,119.85
3483,1155,502,4,104.12
3484,1155,510,4,116.29
3485,1155,105,3,156.24
3486,1156,587,3,435.83
3487,1156,15,4,198.66
3488,1156,12,2,378.42
3489,1156,145,3,216.86
3490,1157,253,1,498.26
3491,1157,410,4,470.11
3492,1158,526,4,33.14
3493,1158,514,4,205.99
3494,1159,233,2,428.19
3495,1160,113,4,235.39
3496,1161,47,4,239.54
3497,1161,468,4,262.84
3498,1161,502,3,104.12
3499,1162,524,2,347.9
3500,1162,469,1,104.82
3501,1162,523,3,45.16
3502,1162,230,3,65.18
3503,1163,231,3,78.46
3504,1164,29,2,126.31
3505,1164,488,4,153.34
3506,1164,388,2,81.89
3507,1164,93,3,240.0
3508,1164,45,4,224.62
3509,1165,111,1,40.65
3510,1165,17,1,24.92
3511,1165,110,3,386.52
3512,1165,63,4,28.87
3513,1165,503,4,71.0
3514,1166,62,3,104.51
3515,1166,519,1,417.32
3516,1166,151,4,46.07
3517,1166,18,2,133.89
3518,1167,430,1,39.85
3519,1167,436,4,384.08
3520,1167,360,4,484.05
3521,1167,304,1,254.06
3522,1167,467,4,234.56
3523,1168,497,2,10.73
3524,1168,351,3,334.92
3525,1168,486,3,448.37
3526,1168,370,1,359.54
3527,1168,219,1,151.53
3528,1169,537,4,77.01
3529,1169,173,1,208.97
3530,1170,271,3,237.69
3531,1170,31,4,391.29
3532,1170,212,4,55.4
3533,1171,172,2,438.64
3534,1171,181,2,496.92
3535,1171,328,3,306.73
3536,1171,197,4,325.73
3537,1172,325,2,101.42
3538,1172,348,4,436.39
3539,1172,544,4,429.2
3540,1172,246,2,252.68
3541,1173,207,4,121.42
3542,1173,516,2,479.75
3543,1173,59,2,164.78
3544,1174,496,4,498.5
3545,1174,505,2,139.78
3546,1174,83,1,353.9
3547,1175,297,4,69.95
3548,1176,570,3,423.13
3549,1176,239,4,453.57
3550,1177,399,1,287.62
3551,1177,576,3,298.95
3552,1178,406,1,74.26
3553,1178,233,4,428.19
3554,1178,403,2,188.36
3555,1178,65,2,172.83
3556,1179,270,3,323.61
3557,1180,433,4,10.25
3558,1181,307,4,297.3
3559,1181,430,4,39.85
3560,1181,180,3,76.67
3561,1181,152,1,192.98
3562,1181,469,2,104.82
3563,1182,430,1,39.85
3564,1182,21,3,263.56
3565,1182,505,2,139.78
3566,1183,281,3,499.66
3567,1183,476,4,406.66
3568,1183,161,1,247.66
3569,1184,515,2,370.74
3570,1184,250,3,118.85
3571,1184,508,3,133.96
3572,1184,237,1,185.04
3573,1184,39,1,457.54
3574,1185,478,4,55.87
3575,1185,37,1,213.1
3576,1185,365,2,397.35
3577,1186,497,4,10.73
3578,1186,239,2,453.57
3579,1187,368,3,347.02
3580,1187,52,3,315.25
3581,1187,248,4,442.33
3582,1188,23,1,471.59
3583,1188,140,3,498.1
3584,1188,158,2,339.72
3585,1188,503,4,71.0
3586,1188,287,4,428.12
3587,1189,208,4,76.8
3588,1190,580,2,11.77
3589,1190,484,3,72.55
3590,1190,197,4,325.73
3591,1191,2,4,373.27
3592,1192,23,1,471.59
3593,1192,229,1,144.68
3594,1192,91,2,80.59
3595,1192,139,1,179.98
3596,1192,449,1,5.39
3597,1193,429,2,357.5
3598,1193,58,1,410.8
3599,1193,594,1,226.67
3600,1193,509,2,61.22
3601,1193,583,1,339.08
3602,1194,565,1,218.12
3603,1194,379,3,455.56
3604,1194,479,3,416.72
3605,1194,596,1,126.57
3606,1195,600,2,121.13
3607,1195,129,2,283.83
3608,1196,293,2,215.25
3609,1196,480,2,109.68
3610,1196,40,1,254.87
3611,1196,296,4,409.46
3612,1197,405,2,182.78
3613,1197,458,1,283.75
3614,1197,332,2,214.58
3615,1198,76,4,256.71
3616,1198,163,4,294.21
3617,1198,539,1,463.68
3618,1198,451,3,449.98
3619,1198,593,2,345.52
3620,1199,109,1,68.43
3621,1199,36,2,221.06
3622,1199,430,3,39.85
3623,1200,556,1,194.4
3624,1200,94,4,249.03
3625,1200,76,4,256.71
3626,1201,232,3,469.48
3627,1201,485,4,273.66
3628,1201,299,3,168.74
3629,1201,217,1,235.35
3630,1201,521,4,210.96
3631,1202,457,2,476.22
3632,1202,475,4,308.51
3633,1203,429,1,357.5
3634,1203,179,1,333.3
3635,1204,249,1,357.18
3636,1204,131,1,194.7
3637,1204,219,4,151.53
3638,1205,194,4,167.62
3639,1206,370,4,359.54
3640,1206,468,1,262.84
3641,1206,148,1,210.76
3642,1206,414,4,188.55
3643,1206,242,4,465.09
3644,1207,311,3,29.36
3645,1207,43,3,293.07
3646,1208,356,1,342.41
3647,1208,279,3,129.56
3648,1208,32,3,187.46
3649,1208,258,1,276.27
3650,1209,64,2,393.3
3651,1210,400,3,28.29
3652,1210,63,4,28.87
3653,1211,376,4,415.25
3654,1211,297,1,69.95
3655,1211,97,1,204.0
3656,1211,357,2,490.94
3657,1212,142,4,40.09
3658,1212,198,2,39.61
3659,1212,20,4,479.58
3660,1212,351,4,334.92
3661,1213,348,1,436.39
3662,1214,87,1,431.52
3663,1215,129,1,283.83
3664,1215,449,1,5.39
3665,1216,287,2,428.12
3666,1216,316,1,153.49
3667,1216,172,4,438.64
3668,1216,15,2,198.66
3669,1217,535,3,466.48
3670,1218,219,2,151.53
3671,1218,486,4,448.37
3672,1218,152,1,192.98
3673,1218,146,3,318.75
3674,1218,469,4,104.82
3675,1219,581,3,64.48
3676,1219,34,1,343.06
3677,1219,414,4,188.55
3678,1220,80,4,14.62
3679,1220,75,3,348.26
3680,1220,445,1,18.66
3681,1220,125,4,486.44
3682,1221,251,2,415.98
3683,1221,266,3,456.78
3684,1222,315,4,153.03
3685,1222,555,2,46.42
3686,1222,261,2,94.45
3687,1222,427,2,160.99
3688,1223,527,3,448.9
3689,1223,470,4,176.81
3690,1223,444,2,295.83
3691,1223,112,2,64.48
3692,1224,564,2,280.36
3693,1224,115,2,119.85
3694,1224,32,4,187.46
3695,1225,202,2,291.29
3696,1225,299,4,168.74
3697,1226,377,4,233.07
3698,1227,590,3,233.95
3699,1227,456,1,103.55
3700,1227,12,3,378.42
3701,1227,318,1,270.79
3702,1227,549,3,121.93
3703,1228,271,3,237.69
3704,1228,258,3,276.27
3705,1228,460,3,460.88
3706,1229,60,2,243.79
3707,1230,351,3,334.92
3708,1230,385,1,203.44
3709,1230,244,2,303.3
3710,1230,464,4,367.98
3711,1231,257,3,384.35
3712,1231,169,2,30.63
3713,1231,472,2,319.58
3714,1231,305,3,166.18
3715,1232,445,3,18.66
3716,1232,411,2,477.12
3717,1232,148,2,210.76
3718,1233,221,2,318.0
3719,1233,525,4,424.91
3720,1233,103,2,442.54
3721,1234,308,3,368.27
3722,1234,579,4,8.74
3723,1235,593,4,345.52
3724,1235,99,3,256.68
3725,1235,400,3,28.29
3726,1235,266,1,456.78
3727,1235,507,3,259.73
3728,1236,66,2,65.93
3729,1236,379,4,455.56
3730,1236,96,3,98.12
3731,1236,232,2,469.48
3732,1236,439,4,100.08
3733,1237,105,1,156.24
3734,1237,457,1,476.22
3735,1238,187,3,338.08
3736,1238,15,4,198.66
3737,1238,159,3,424.6
3738,1238,154,3,95.58
3739,1239,240,1,49.22
3740,1239,454,2,444.18
3741,1239,503,2,71.0
3742,1240,197,1,325.73
3743,1241,500,2,290.54
3744,1241,348,4,436.39
3745,1241,524,1,347.9
3746,1241,507,2,259.73
3747,1242,451,1,449.98
3748,1242,539,2,463.68
3749,1242,202,4,291.29
3750,1243,278,1,86.56
3751,1243,237,1,185.04
3752,1243,56,4,160.04
3753,1244,385,2,203.44
3754,1244,305,4,166.18
3755,1244,244,4,303.3
3756,1244,437,3,182.12
3757,1245,201,1,369.99
3758,1245,18,3,133.89
3759,1245,353,3,277.15
3760,1246,302,3,436.7
3761,1246,123,2,362.54
3762,1246,176,3,260.1
3763,1246,517,1,67.91
3764,1246,57,2,390.95
3765,1247,308,3,368.27
3766,1248,506,4,80.74
3767,1249,595,4,36.94
3768,1249,471,1,163.75
3769,1250,83,3,353.9
3770,1250,94,3,249.03
3771,1250,516,2,479.75
3772,1250,534,3,321.35
3773,1251,135,1,11.54
3774,1251,268,4,495.42
3775,1251,368,2,347.02
3776,1251,317,3,469.28
3777,1251,159,3,424.6
3778,1252,135,2,11.54
3779,1252,59,3,164.78
3780,1252,582,3,206.7
3781,1252,52,2,315.25
3782,1253,404,3,93.75
3783,1253,488,2,153.34
3784,1253,159,2,424.6
3785,1253,546,1,37.52
3786,1253,443,2,169.99
3787,1254,68,2,451.07
3788,1254,161,1,247.66
3789,1254,527,2,448.9
3790,1255,140,2,498.1
3791,1255,516,1,479.75
3792,1255,209,4,35.7
3793,1255,279,3,129.56
3794,1256,33,3,68.87
3795,1256,164,4,414.75
3796,1257,368,1,347.02
3797,1257,317,3,469.28
3798,1257,127,4,101.02
3799,1257,211,3,223.36
3800,1257,576,3,298.95
3801,1258,47,4,239.54
3802,1258,560,1,273.18
3803,1259,307,4,297.3
3804,1259,200,4,342.31
3805,1259,516,1,479.75
3806,1260,121,1,54.51
3807,1260,324,4,231.39
3808,1260,40,4,254.87
3809,1260,512,2,52.99
3810,1260,261,2,94.45
3811,1261,257,3,384.35
3812,1261,534,1,321.35
3813,1261,67,4,415.61
3814,1261,578,3,244.63
3815,1261,300,2,45.35
3816,1262,209,1,35.7
3817,1262,560,1,273.18
3818,1263,356,1,342.41
3819,1263,464,3,367.98
3820,1263,581,3,64.48
3821,1263,592,1,329.63
3822,1263,467,2,234.56
3823,1264,357,2,490.94
3824,1265,505,3,139.78
3825,1265,280,2,127.63
3826,1265,432,2,130.89
3827,1266,115,1,119.85
3828,1266,119,3,17.68
3829,1267,89,2,172.38
3830,1267,573,3,449.28
3831,1267,74,4,205.45
3832,1267,433,2,10.25
3833,1267,405,1,182.78
3834,1268,407,1,457.59
3835,1268,17,3,24.92
3836,1268,270,2,323.61
3837,1268,342,4,101.45
3838,1268,533,2,452.67
3839,1269,359,2,388.94
3840,1269,371,1,258.58
3841,1269,397,3,273.34
3842,1269,418,1,66.32
3843,1269,534,1,321.35
3844,1270,277,2,80.89
3845,1270,114,1,452.77
3846,1271,68,1,451.07
3847,1271,306,2,21.35
3848,1271,276,3,104.79
3849,1272,585,4,296.54
3850,1272,353,1,277.15
3851,1272,242,3,465.09
3852,1272,293,3,215.25
3853,1272,384,2,24.43
3854,1273,288,4,221.95
3855,1273,227,4,459.62
3856,1273,368,1,347.02
3857,1273,327,2,48.53
3858,1273,176,4,260.1
3859,1274,102,2,44.86
3860,1274,441,2,116.75
